INSTURCTION TYPE,PC,INSTRUCTION,IMMEDIATE,FUNCT7,RS2,RS1,FUNCT3,RD,OPCODE,BRANCH,MEMREAD,MEMTOREG,MEMWRITE,ALUOP,REGW,ALUOPCODE,ALUSRC,DATA1OUT,DATA2OUT,DATA2IN,C,Z,ALUOUT,ADDR,WRDATAMEM,MEMOUT,WRDATAREG, REG5,REG6, REG7, REG8, REG9, REG18, REG19, REG20, REG21, REG22, REG23, REG24,REG25, REG26, REG27, REG28, REG29, REG30, REG31
ld-type,10010110,00000000001000000011101110000011,00000000000000000000000000000010,0000000,00000,00000,011,10111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10010111,00000000001000000011110000000011,00000000000000000000000000000010,0000000,00000,00000,011,11000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011000,00000000001000000011110010000011,00000000000000000000000000000010,0000000,00000,00000,011,11001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011001,00000000001000000011110100000011,00000000000000000000000000000010,0000000,00000,00000,011,11010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011010,00000000001000000011110110000011,00000000000000000000000000000010,0000000,00000,00000,011,11011,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011011,00000000001000000011111000000011,00000000000000000000000000000010,0000000,00000,00000,011,11100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011100,00000000001000000011111010000011,00000000000000000000000000000010,0000000,00000,00000,011,11101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011101,00000000001000000011111100000011,00000000000000000000000000000010,0000000,00000,00000,011,11110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10011110,00000000001000000011111110000011,00000000000000000000000000000010,0000000,00000,00000,011,11111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
i-type,10011111,00000001010011111000111000010011,00000000000000000000000000010100,0000000,00000,11111,000,11100,0010011,0,0,0,0,11,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,10100000,00000001111001001001111100010011,00000000000000000000000000011110,0000000,00000,01001,001,11110,0010011,0,0,0,0,11,1,0001,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,10100001,00000001100011100100111100010011,00000000000000000000000000011000,0000000,00000,11100,100,11110,0010011,0,0,0,0,11,1,0100,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,10100010,00000001111100111101111000010011,00000000000000000000000000011111,0000000,00000,00111,101,11100,0010011,0,0,0,0,11,1,0101,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,10100011,01000000010111100101110010010011,00000000000000000000010000000101,0100000,00000,11100,101,11001,0010011,0,0,0,0,11,1,0011,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,10100100,00000001010111110110010010010011,00000000000000000000000000010101,0000000,00000,11110,110,01001,0010011,0,0,0,0,11,1,0110,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,10100101,00000001010010011111101000010011,00000000000000000000000000010100,0000000,00000,10011,111,10100,0010011,0,0,0,0,11,1,0111,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10100110,00000000011000111000110110110011,00000000011000111000110110110011,0000000,00110,00111,000,11011,0110011,0,0,0,0,10,1,0000,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10100111,01000000011111000000111010110011,01000000011111000000111010110011,0100000,00111,11000,000,11101,0110011,0,0,0,0,10,1,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10101000,00000001001010110001101010110011,00000001001010110001101010110011,0000000,10010,10110,001,10101,0110011,0,0,0,0,10,1,0001,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10101001,01100111010110011100001100110011,01100111010110011100001100110011,0110011,10101,10011,100,00110,0110011,0,0,0,0,10,1,0100,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10101010,00000000011011111101001010110011,00000000011011111101001010110011,0000000,00110,11111,101,00101,0110011,0,0,0,0,10,1,0101,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10101011,00100111001011010101110000110011,00100111001011010101110000110011,0010011,10010,11010,101,11000,0110011,0,0,0,0,10,1,0011,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10101100,00000001100111101110110110110011,00000001100111101110110110110011,0000000,11001,11101,110,11011,0110011,0,0,0,0,10,1,0110,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,10101101,00000001100011110111101110110011,00000001100011110111101110110011,0000000,11000,11110,111,10111,0110011,0,0,0,0,10,1,0111,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
sb-type,10101110,00000001011101001000000101100011,00000000000000000000000000000010,0000000,10111,01001,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10101111,00000001100100110000000101100011,00000000000000000000000000000010,0000000,11001,00110,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10110000,00000000100110010001001001100011,00000000000000000000000000000100,0000000,01001,10010,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10110001,00000000011111110001001001100011,00000000000000000000000000000100,0000000,00111,11110,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10110010,00000000100110010100001101100011,00000000000000000000000000000110,0000000,01001,10010,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,10110011,00000001011101001100001101100011,00000000000000000000000000000110,0000000,10111,01001,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,10110100,00000001010000000111010010100011,00000000000000000000000000001001,0000000,10100,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,10110101,00000001100000000111100110100011,00000000000000000000000000010011,0000000,11000,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
s-type,10110110,00000001100100000111001100100011,00000000000000000000000000000110,0000000,11001,00000,111,00000,0100011,0,0,X,1,00,0,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
ld-type,10110111,00000000100100000011001110000011,00000000000000000000000000001001,0000000,00000,00000,011,00111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111000,00000001001100000011010010000011,00000000000000000000000000010011,0000000,00000,00000,011,01001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111001,00000000011000000011101000000011,00000000000000000000000000000110,0000000,00000,00000,011,10100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111010,00000000001000000011001010000011,00000000000000000000000000000010,0000000,00000,00000,011,00101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111011,00000000001000000011001100000011,00000000000000000000000000000010,0000000,00000,00000,011,00110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111100,00000000001000000011001110000011,00000000000000000000000000000010,0000000,00000,00000,011,00111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111101,00000000001000000011010000000011,00000000000000000000000000000010,0000000,00000,00000,011,01000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111110,00000000001000000011010010000011,00000000000000000000000000000010,0000000,00000,00000,011,01001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,10111111,00000000001000000011100100000011,00000000000000000000000000000010,0000000,00000,00000,011,10010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000000,00000000001000000011100110000011,00000000000000000000000000000010,0000000,00000,00000,011,10011,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000001,00000000001000000011101000000011,00000000000000000000000000000010,0000000,00000,00000,011,10100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000010,00000000001000000011101010000011,00000000000000000000000000000010,0000000,00000,00000,011,10101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000011,00000000001000000011101100000011,00000000000000000000000000000010,0000000,00000,00000,011,10110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000100,00000000001000000011101110000011,00000000000000000000000000000010,0000000,00000,00000,011,10111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000101,00000000001000000011110000000011,00000000000000000000000000000010,0000000,00000,00000,011,11000,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000110,00000000001000000011110010000011,00000000000000000000000000000010,0000000,00000,00000,011,11001,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11000111,00000000001000000011110100000011,00000000000000000000000000000010,0000000,00000,00000,011,11010,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11001000,00000000001000000011110110000011,00000000000000000000000000000010,0000000,00000,00000,011,11011,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11001001,00000000001000000011111000000011,00000000000000000000000000000010,0000000,00000,00000,011,11100,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11001010,00000000001000000011111010000011,00000000000000000000000000000010,0000000,00000,00000,011,11101,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11001011,00000000001000000011111100000011,00000000000000000000000000000010,0000000,00000,00000,011,11110,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
ld-type,11001100,00000000001000000011111110000011,00000000000000000000000000000010,0000000,00000,00000,011,11111,0000011,0,1,1,0,00,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,,MEMOUT,,,,,,,,,,,,,,,,,,,
i-type,11001101,00000000100011101000101000010011,00000000000000000000000000001000,0000000,00000,11101,000,10100,0010011,0,0,0,0,11,1,0000,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,11001110,00000001010010101001101110010011,00000000000000000000000000010100,0000000,00000,10101,001,10111,0010011,0,0,0,0,11,1,0001,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,11001111,00000001010110110100110000010011,00000000000000000000000000010101,0000000,00000,10110,100,11000,0010011,0,0,0,0,11,1,0100,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,11010000,00000000011111011101101010010011,00000000000000000000000000000111,0000000,00000,11011,101,10101,0010011,0,0,0,0,11,1,0101,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,11010001,01000001011011011101110000010011,00000000000000000000010000010110,0100000,00000,11011,101,11000,0010011,0,0,0,0,11,1,0011,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,11010010,00000001100111001110111010010011,00000000000000000000000000011001,0000000,00000,11001,110,11101,0010011,0,0,0,0,11,1,0110,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
i-type,11010011,00000000100010101111010010010011,00000000000000000000000000001000,0000000,00000,10101,111,01001,0010011,0,0,0,0,11,1,0111,1,,,IMMEDIATE,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11010100,00000001111110010000110100110011,00000001111110010000110100110011,0000000,11111,10010,000,11010,0110011,0,0,0,0,10,1,0000,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11010101,01000001010010101000101100110011,01000001010010101000101100110011,0100000,10100,10101,000,10110,0110011,0,0,0,0,10,1,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11010110,00000001110011110001111010110011,00000001110011110001111010110011,0000000,11100,11110,001,11101,0110011,0,0,0,0,10,1,0001,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11010111,01100111110110010100111000110011,01100111110110010100111000110011,0110011,11101,10010,100,11100,0110011,0,0,0,0,10,1,0100,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11011000,00000001110110111101001100110011,00000001110110111101001100110011,0000000,11101,10111,101,00110,0110011,0,0,0,0,10,1,0101,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11011001,00100111110111100101110100110011,00100111110111100101110100110011,0010011,11101,11100,101,11010,0110011,0,0,0,0,10,1,0011,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11011010,00000001101110110110101010110011,00000001101110110110101010110011,0000000,11011,10110,110,10101,0110011,0,0,0,0,10,1,0110,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
r-type,11011011,00000000011110110111101110110011,00000000011110110111101110110011,0000000,00111,10110,111,10111,0110011,0,0,0,0,10,1,0111,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,ALUOUT,,,,,,,,,,,,,,,,,,,
sb-type,11011100,00000001001110011000000101100011,00000000000000000000000000000010,0000000,10011,10011,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,11011101,00000001101011110000000101100011,00000000000000000000000000000010,0000000,11010,11110,000,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,11011110,00000000100110010001001001100011,00000000000000000000000000000100,0000000,01001,10010,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,11011111,00000000011001001001001001100011,00000000000000000000000000000100,0000000,00110,01001,001,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,11100000,00000000100110010100001101100011,00000000000000000000000000000110,0000000,01001,10010,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
sb-type,11100001,00000001001110011100001101100011,00000000000000000000000000000110,0000000,10011,10011,100,00000,1100011,1,0,X,0,01,0,0010,0,,,DATA2OUT,,,,ALUOUT[7downto0],DATA2OUT,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,,,,,,,,,,,,,,,,,,,
